unit_number,unit_type,rate,move_in_date,is_primary,CommunityNumber,CommunityName,Level,RoomNumber,RoomType,RoomTypeStyle,CareType,Grade,GrossUnitArea,RoomPrice,RentRatePrevious,HospitalityRatePrevious,TrueRatePrevious,PriceBase,PriceGross,PriceSpecial,PriceSemi,PriceAdditional,PriceDaily,OccupancyResident,LeaseStartDT,LeaseEndDT,BedNumber,MoveInDT,Payor,Service,CareLevel,CareRate,RentRate,MedRate,IncontinenceRate,HospitalityRate,HospitalityPrice,FoodTaxRate,PricingPolicyFlg,OfflineStatus,VacantDay,MedLevel,OfflineDT,OnlineDTEstimate,OnlineDTActual,OfflineReason,Characteristic,OfflineNote,SupplementProgram
319,IL,3124.0,2018-12-31 00:00:00,True,10362,Heritage Sun City,Third,319,One Bedroom Deluxe,One Bedroom,IL,A,1120,3124.0,3428.0,0,3428.0,3124,3124,3124,0.0,600.0,150.0,1,2018-12-31,2020-12-31,A,2018-12-31,Singular Private Pay,Independent Living,Independent,0.0,3499.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
320,IL,3024.0,2020-04-29 00:00:00,True,10362,Heritage Sun City,Third,320,One Bedroom Deluxe,One Bedroom,IL,C,1153,3024.0,690.0,0,690.0,3024,3024,3024,0.0,600.0,150.0,1,2020-04-29,2020-12-31,A,2020-04-29,Singular Private Pay,Independent Living,Independent,0.0,3024.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
321,IL,2649.0,2018-04-30 00:00:00,True,10362,Heritage Sun City,Third,321,One Bedroom,One Bedroom,IL,A,928,2649.0,2429.0,0,2429.0,2649,2649,2649,0.0,600.0,150.0,1,2018-04-30,2020-12-31,A,2018-04-30,Singular Private Pay,Independent Living,Independent,0.0,2312.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
322,IL,3474.0,2014-01-31 00:00:00,True,10362,Heritage Sun City,Third,322,Two Bedroom,Two Bedroom,IL,C,1467,3474.0,0.0,0,0.0,3474,3474,3474,0.0,600.0,150.0,1,2014-01-31,2020-12-31,A,2014-01-31,Singular Private Pay,Independent Living,Independent,0.0,4166.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
323,IL,3474.0,2010-02-28 00:00:00,True,10362,Heritage Sun City,Third,323,Two Bedroom,Two Bedroom,IL,C,1442,3474.0,0.0,0,0.0,3474,3474,3474,0.0,600.0,150.0,1,2010-02-28,2020-12-31,A,2010-02-28,Singular Private Pay,Independent Living,Independent,0.0,4186.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
324,IL,3024.0,2018-10-31 00:00:00,True,10362,Heritage Sun City,Third,324,One Bedroom Deluxe,One Bedroom,IL,A,1131,3024.0,3024.0,0,3024.0,3024,3024,3024,0.0,600.0,150.0,1,2018-10-31,2020-12-31,A,2018-10-31,Singular Private Pay,Independent Living,Independent,0.0,3484.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
325,IL,3074.0,2018-03-31 00:00:00,True,10362,Heritage Sun City,Third,325,One Bedroom,One Bedroom,IL,B,1123,3074.0,0.0,0,0.0,3074,3074,3074,0.0,600.0,150.0,2,2018-03-31,2020-12-31,A,2018-03-31,Singular Private Pay,Independent Living,Independent,0.0,3531.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
325,IL,600.0,2018-03-31 00:00:00,True,10362,Heritage Sun City,Third,325,One Bedroom,One Bedroom,IL,B,1123,600.0,0.0,0,0.0,3074,3074,3074,0.0,600.0,150.0,2,2018-03-31,2020-12-31,B,2018-03-31,Second Person Fee,Independent Living,Independent,0.0,687.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
326,IL,2649.0,2020-02-13 00:00:00,True,10362,Heritage Sun City,Third,326,One Bedroom,One Bedroom,IL,A,891,2649.0,2678.0,0,2678.0,2649,2649,2649,0.0,600.0,150.0,1,2020-02-13,2020-12-31,A,2020-02-13,Singular Private Pay,Independent Living,Independent,0.0,2649.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
327,IL,3099.0,NaT,True,10362,Heritage Sun City,Third,327,One Bedroom Deluxe,One Bedroom,IL,B,1131,3099.0,3275.0,0,3275.0,3099,3099,3099,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,127.0,,,,,,,,
328,IL,3549.0,2019-02-28 00:00:00,True,10362,Heritage Sun City,Third,328,Two Bedroom,Two Bedroom,IL,A,1575,3549.0,3600.0,0,3600.0,3549,3549,3549,0.0,600.0,150.0,1,2019-02-28,2020-12-31,A,2019-02-28,Singular Private Pay,Independent Living,Independent,0.0,3883.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
330,IL,2924.0,2017-09-30 00:00:00,True,10362,Heritage Sun City,Third,330,One Bedroom Deluxe,One Bedroom,IL,B,1081,2924.0,0.0,0,0.0,2924,2924,2924,0.0,600.0,150.0,1,2017-09-30,2020-12-31,A,2017-09-30,Singular Private Pay,Independent Living,Independent,0.0,3426.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
331,IL,2799.0,2019-12-31 00:00:00,True,10362,Heritage Sun City,Third,331,One Bedroom Deluxe,One Bedroom,IL,A,1084,2799.0,3978.0,0,3978.0,2799,2799,2799,0.0,600.0,150.0,1,2019-12-31,2020-12-31,A,2019-12-31,Singular Private Pay,Independent Living,Independent,0.0,2799.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
332,IL,3549.0,2019-04-30 00:00:00,True,10362,Heritage Sun City,Third,332,Two Bedroom,Two Bedroom,IL,B,1569,3549.0,600.0,0,600.0,3549,3549,2900,0.0,600.0,150.0,1,2019-04-30,2020-12-31,A,2019-04-30,Singular Private Pay,Independent Living,Independent,0.0,3092.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
333,IL,600.0,2018-09-30 00:00:00,True,10362,Heritage Sun City,Third,333,Two Bedroom Deluxe,Two Bedroom,IL,A,1751,600.0,4090.0,0,4090.0,3799,3799,3799,0.0,600.0,150.0,2,2018-09-30,2020-12-31,B,2018-09-30,Second Person Fee,Independent Living,Independent,0.0,658.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
333,IL,3799.0,2018-09-30 00:00:00,True,10362,Heritage Sun City,Third,333,Two Bedroom Deluxe,Two Bedroom,IL,A,1751,3799.0,4090.0,0,4090.0,3799,3799,3799,0.0,600.0,150.0,2,2018-09-30,2020-12-31,A,2018-09-30,Singular Private Pay,Independent Living,Independent,0.0,4052.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
334,IL,3024.0,2014-09-30 00:00:00,True,10362,Heritage Sun City,Third,334,One Bedroom Deluxe,One Bedroom,IL,B,1123,3024.0,0.0,0,0.0,3024,3024,3024,0.0,600.0,150.0,1,2014-09-30,2020-12-31,A,2014-09-30,Singular Private Pay,Independent Living,Independent,0.0,3802.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
335,IL,3024.0,2014-11-30 00:00:00,True,10362,Heritage Sun City,Third,335,One Bedroom Deluxe,One Bedroom,IL,B,1114,3024.0,0.0,0,0.0,3024,3024,3024,0.0,600.0,150.0,1,2014-11-30,2020-12-31,A,2014-11-30,Singular Private Pay,Independent Living,Independent,0.0,4129.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
336,IL,3699.0,2018-03-31 00:00:00,True,10362,Heritage Sun City,Third,336,Two Bedroom Deluxe,Two Bedroom,IL,A,1770,3699.0,0.0,0,0.0,3699,3699,3699,0.0,600.0,150.0,2,2018-03-31,2020-12-31,A,2018-03-31,Singular Private Pay,Independent Living,Independent,0.0,4323.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
336,IL,600.0,2018-03-31 00:00:00,True,10362,Heritage Sun City,Third,336,Two Bedroom Deluxe,Two Bedroom,IL,A,1770,600.0,0.0,0,0.0,3699,3699,3699,0.0,600.0,150.0,2,2018-03-31,2020-12-31,B,2018-03-31,Second Person Fee,Independent Living,Independent,0.0,691.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
337,IL,3624.0,2019-02-28 00:00:00,True,10362,Heritage Sun City,Third,337,Two Bedroom,Two Bedroom,IL,B,1430,3624.0,3778.0,0,3778.0,3624,3624,3624,0.0,600.0,150.0,2,2019-02-28,2020-12-31,A,2019-02-28,Singular Private Pay,Independent Living,Independent,0.0,3965.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
337,IL,600.0,2019-02-28 00:00:00,True,10362,Heritage Sun City,Third,337,Two Bedroom,Two Bedroom,IL,B,1430,600.0,3778.0,0,3778.0,3624,3624,3624,0.0,600.0,150.0,2,2019-02-28,2020-12-31,B,2019-02-28,Second Person Fee,Independent Living,Independent,0.0,656.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
338,IL,3049.0,2019-04-30 00:00:00,True,10362,Heritage Sun City,Third,338,One Bedroom Deluxe,One Bedroom,IL,A,1107,3049.0,3503.0,0,3503.0,3049,3049,3049,0.0,600.0,150.0,1,2019-04-30,2020-12-31,A,2019-04-30,Singular Private Pay,Independent Living,Independent,0.0,3251.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
339,IL,3024.0,2009-09-30 00:00:00,True,10362,Heritage Sun City,Third,339,One Bedroom Deluxe,One Bedroom,IL,B,1129,3024.0,0.0,0,0.0,3024,3024,3024,0.0,600.0,150.0,1,2009-09-30,2020-12-31,A,2009-09-30,Singular Private Pay,Independent Living,Independent,0.0,3248.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
340,IL,2649.0,2015-08-31 00:00:00,True,10362,Heritage Sun City,Third,340,One Bedroom,One Bedroom,IL,A,907,2649.0,3537.0,0,3537.0,2649,2649,2850,0.0,600.0,150.0,1,2015-08-31,2020-12-31,A,2015-08-31,Singular Private Pay,Independent Living,Independent,0.0,2891.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
341,IL,2674.0,2018-02-28 00:00:00,True,10362,Heritage Sun City,Third,341,One Bedroom,One Bedroom,IL,A,942,2674.0,0.0,0,0.0,2674,2674,2674,0.0,600.0,150.0,1,2018-02-28,2020-12-31,A,2018-02-28,Singular Private Pay,Independent Living,Independent,0.0,3071.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
342,IL,600.0,2018-07-31 00:00:00,True,10362,Heritage Sun City,Third,342,One Bedroom Deluxe,One Bedroom,IL,B,1169,600.0,3468.0,0,3468.0,3024,3024,3024,0.0,600.0,150.0,2,2018-07-31,2020-12-31,B,2018-07-31,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
342,IL,3024.0,2018-07-31 00:00:00,True,10362,Heritage Sun City,Third,342,One Bedroom Deluxe,One Bedroom,IL,B,1169,3024.0,3468.0,0,3468.0,3024,3024,3024,0.0,600.0,150.0,2,2018-07-31,2020-12-31,A,2018-07-31,Singular Private Pay,Independent Living,Independent,0.0,3024.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
343,IL,2799.0,2019-09-30 00:00:00,True,10362,Heritage Sun City,Third,343,One Bedroom,One Bedroom,IL,A,916,2799.0,2904.0,0,2904.0,2799,2799,2799,0.0,600.0,150.0,1,2019-09-30,2020-12-31,A,2019-09-30,Singular Private Pay,Independent Living,Independent,0.0,2800.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
344,IL,2999.0,2019-01-31 00:00:00,True,10362,Heritage Sun City,Third,344,One Bedroom Deluxe,One Bedroom,IL,B,1171,2999.0,2800.0,0,2800.0,2999,2999,2999,0.0,600.0,150.0,1,2019-01-31,2020-12-31,A,2019-01-31,Singular Private Pay,Independent Living,Independent,0.0,3280.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
345,IL,3024.0,2019-08-31 00:00:00,True,10362,Heritage Sun City,Third,345,One Bedroom Deluxe,One Bedroom,IL,A,1151,3024.0,662.0,0,662.0,3024,3024,3024,0.0,600.0,150.0,1,2019-08-31,2020-12-31,A,2019-08-31,Singular Private Pay,Independent Living,Independent,0.0,3024.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
346,IL,3399.0,2016-02-25 00:00:00,True,10362,Heritage Sun City,Third,346,Two Bedroom,Two Bedroom,IL,C,1456,3399.0,0.0,0,0.0,3399,3399,3399,0.0,600.0,150.0,1,2016-02-25,2020-12-31,A,2016-02-25,Singular Private Pay,Independent Living,Independent,0.0,4355.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
347,IL,600.0,2018-08-31 00:00:00,True,10362,Heritage Sun City,Third,347,Two Bedroom,Two Bedroom,IL,C,1425,600.0,600.0,0,600.0,3499,3499,2995,0.0,600.0,150.0,2,2018-08-31,2020-12-31,B,2018-08-31,Second Person Fee,Independent Living,Independent,0.0,661.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
347,IL,3499.0,2018-08-31 00:00:00,True,10362,Heritage Sun City,Third,347,Two Bedroom,Two Bedroom,IL,C,1425,3499.0,600.0,0,600.0,3499,3499,2995,0.0,600.0,150.0,2,2018-08-31,2020-12-31,A,2018-08-31,Singular Private Pay,Independent Living,Independent,0.0,3303.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
348,IL,2774.0,2019-12-31 00:00:00,True,10362,Heritage Sun City,Third,348,One Bedroom,One Bedroom,IL,A,926,2774.0,3479.0,0,3479.0,2774,2774,2774,0.0,600.0,150.0,1,2019-12-31,2020-12-31,A,2019-12-31,Singular Private Pay,Independent Living,Independent,0.0,2774.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
349,IL,2999.0,NaT,True,10362,Heritage Sun City,Third,349,One Bedroom Deluxe,One Bedroom,IL,C,1130,2999.0,3270.0,0,3270.0,2999,2999,2999,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,36.0,,,,,,,,
350,IL,3074.0,2003-03-31 00:00:00,True,10362,Heritage Sun City,Third,350,One Bedroom Deluxe,One Bedroom,IL,A,1131,3074.0,0.0,0,0.0,3074,3074,3074,0.0,600.0,150.0,1,2003-03-31,2020-12-31,A,2003-03-31,Singular Private Pay,Independent Living,Independent,0.0,2900.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
351,IL,3049.0,2015-02-20 00:00:00,True,10362,Heritage Sun City,Third,351,One Bedroom Deluxe,One Bedroom,IL,C,1081,3049.0,0.0,0,0.0,3049,3049,3049,0.0,600.0,150.0,1,2015-02-20,2020-12-31,A,2015-02-20,Singular Private Pay,Independent Living,Independent,0.0,3983.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
353,IL,3024.0,NaT,True,10362,Heritage Sun City,Third,353,One Bedroom Deluxe,One Bedroom,IL,C,1133,3024.0,3293.0,0,3293.0,3024,3024,3024,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,289.0,,,,,,,,
354,IL,600.0,2019-09-16 00:00:00,True,10362,Heritage Sun City,Third,354,Two Bedroom Deluxe,Two Bedroom,IL,A,1609,600.0,3491.0,0,3491.0,3524,3524,3524,0.0,600.0,150.0,2,2019-09-16,2020-12-31,B,2019-09-16,Second Person Fee,Independent Living,Independent,0.0,600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
354,IL,3524.0,2019-09-16 00:00:00,True,10362,Heritage Sun City,Third,354,Two Bedroom Deluxe,Two Bedroom,IL,A,1609,3524.0,3491.0,0,3491.0,3524,3524,3524,0.0,600.0,150.0,2,2019-09-16,2020-12-31,A,2019-09-16,Singular Private Pay,Independent Living,Independent,0.0,3524.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
355,IL,3099.0,NaT,True,10362,Heritage Sun City,Third,355,One Bedroom Deluxe,One Bedroom,IL,C,1143,3099.0,600.0,0,600.0,3099,3099,3099,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,365.0,,,,,,,,
356,IL,2774.0,2012-09-30 00:00:00,True,10362,Heritage Sun City,Third,356,One Bedroom,One Bedroom,IL,A,933,2774.0,2774.0,0,2774.0,2774,2774,2774,0.0,600.0,150.0,1,2012-09-30,2020-12-31,A,2012-09-30,Singular Private Pay,Independent Living,Independent,0.0,2649.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
357,IL,3024.0,NaT,True,10362,Heritage Sun City,Third,357,One Bedroom Deluxe,One Bedroom,IL,C,1195,3024.0,3910.0,0,3910.0,3024,3024,3024,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,119.0,,,,,,,,
358,IL,3499.0,2018-09-30 00:00:00,True,10362,Heritage Sun City,Third,358,Two Bedroom,Two Bedroom,IL,C,1451,3499.0,3509.0,0,3509.0,3499,3499,2800,0.0,600.0,150.0,1,2018-09-30,2020-12-31,A,2018-09-30,Singular Private Pay,Independent Living,Independent,0.0,3299.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
359,IL,3499.0,NaT,True,10362,Heritage Sun City,Third,359,Two Bedroom,Two Bedroom,IL,C,1450,3499.0,658.0,0,658.0,3499,3499,3499,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,97.0,,,,,,,,
360,IL,3049.0,2019-09-30 00:00:00,True,10362,Heritage Sun City,Third,360,One Bedroom Deluxe,One Bedroom,IL,A,1137,3049.0,2938.0,0,2938.0,3049,3049,3049,0.0,600.0,150.0,1,2019-09-30,2020-12-31,A,2019-09-30,Singular Private Pay,Independent Living,Independent,0.0,3049.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
361,IL,3599.0,2014-03-01 00:00:00,True,10362,Heritage Sun City,Third,361,Two Bedroom Deluxe,Two Bedroom,IL,B,1609,3599.0,0.0,0,0.0,3599,3599,3599,0.0,600.0,150.0,1,2014-03-01,2020-12-31,A,2014-03-01,Singular Private Pay,Independent Living,Independent,0.0,4620.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
362,IL,3549.0,2009-07-27 00:00:00,True,10362,Heritage Sun City,Third,362,Two Bedroom Deluxe,Two Bedroom,IL,A,1603,3549.0,0.0,0,0.0,3549,3549,3549,0.0,600.0,150.0,1,2009-07-27,2020-12-31,A,2009-07-27,Singular Private Pay,Independent Living,Independent,0.0,3919.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
363,IL,2999.0,2016-03-20 00:00:00,True,10362,Heritage Sun City,Third,363,One Bedroom,One Bedroom,IL,A,908,2999.0,0.0,0,0.0,2999,2999,2999,0.0,600.0,150.0,1,2016-03-20,2020-12-31,A,2016-03-20,Singular Private Pay,Independent Living,Independent,0.0,3995.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
363B,IL,2199.0,2018-04-30 00:00:00,True,10362,Heritage Sun City,Third,363B,Studio,Studio,IL,A,451,2199.0,0.0,0,0.0,2199,2199,2199,0.0,600.0,150.0,1,2018-04-30,2020-12-31,A,2018-04-30,Singular Private Pay,Independent Living,Independent,0.0,2524.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
364,IL,3199.0,2016-05-31 00:00:00,True,10362,Heritage Sun City,Third,364,One Bedroom Deluxe,One Bedroom,IL,A,1205,3199.0,0.0,0,0.0,3199,3199,3199,0.0,600.0,150.0,1,2016-05-31,2020-12-31,A,2016-05-31,Singular Private Pay,Independent Living,Independent,0.0,4198.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
365,IL,3449.0,2014-05-31 00:00:00,True,10362,Heritage Sun City,Third,365,Two Bedroom,Two Bedroom,IL,B,1449,3449.0,0.0,0,0.0,3449,3449,3449,0.0,600.0,150.0,1,2014-05-31,2020-12-31,A,2014-05-31,Singular Private Pay,Independent Living,Independent,0.0,3995.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
366,IL,3049.0,2019-01-31 00:00:00,True,10362,Heritage Sun City,Third,366,One Bedroom Deluxe,One Bedroom,IL,A,1148,3049.0,2925.0,0,2925.0,3049,3049,3049,0.0,600.0,150.0,1,2019-01-31,2020-12-31,A,2019-01-31,Singular Private Pay,Independent Living,Independent,0.0,3335.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
367,IL,2974.0,2019-10-31 00:00:00,True,10362,Heritage Sun City,Third,367,One Bedroom,One Bedroom,IL,B,908,2974.0,3133.0,0,3133.0,2974,2974,2974,0.0,600.0,150.0,1,2019-10-31,2020-12-31,A,2019-10-31,Singular Private Pay,Independent Living,Independent,0.0,2974.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
367B,IL,2199.0,2013-04-01 00:00:00,True,10362,Heritage Sun City,Third,367B,Studio,Studio,IL,A,451,2199.0,0.0,0,0.0,2199,2199,2199,0.0,600.0,150.0,1,2018-01-31,2020-12-31,A,2013-04-01,Singular Private Pay,Independent Living,Independent,0.0,2290.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
368,IL,3699.0,2018-08-31 00:00:00,True,10362,Heritage Sun City,Third,368,Two Bedroom Deluxe,Two Bedroom,IL,B,1816,3699.0,4160.0,0,4160.0,3699,3699,3699,0.0,600.0,150.0,1,2018-08-31,2020-12-31,A,2018-08-31,Singular Private Pay,Independent Living,Independent,0.0,3833.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
369,IL,3599.0,NaT,True,10362,Heritage Sun City,Third,369,Two Bedroom Deluxe,Two Bedroom,IL,A,1472,3599.0,3908.0,0,3908.0,3599,3599,3599,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,8.0,,,,,,,,
370,IL,600.0,2017-10-27 00:00:00,True,10362,Heritage Sun City,Third,370,Two Bedroom,Two Bedroom,IL,A,1488,600.0,0.0,0,0.0,3674,3674,3674,0.0,600.0,150.0,2,2017-10-27,2020-12-31,B,2017-10-27,Second Person Fee,Independent Living,Independent,0.0,691.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
370,IL,3674.0,2017-10-27 00:00:00,True,10362,Heritage Sun City,Third,370,Two Bedroom,Two Bedroom,IL,A,1488,3674.0,0.0,0,0.0,3674,3674,3674,0.0,600.0,150.0,2,2017-10-27,2020-12-31,A,2017-10-27,Singular Private Pay,Independent Living,Independent,0.0,4057.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
371,IL,2774.0,NaT,True,10362,Heritage Sun City,Third,371,One Bedroom,One Bedroom,IL,B,1019,2774.0,4122.0,0,4122.0,2774,2774,2774,0.0,600.0,150.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,43.0,,,,,,,,
372,IL,2774.0,2019-06-30 00:00:00,True,10362,Heritage Sun City,Third,372,One Bedroom,One Bedroom,IL,B,1025,2774.0,2795.0,0,2795.0,2774,2774,2774,0.0,600.0,150.0,1,2019-06-30,2020-12-31,A,2019-06-30,Singular Private Pay,Independent Living,Independent,0.0,2912.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
373,IL,3474.0,2015-05-16 00:00:00,True,10362,Heritage Sun City,Third,373,Two Bedroom,Two Bedroom,IL,A,1434,3474.0,0.0,0,0.0,3474,3474,3474,0.0,600.0,150.0,1,2015-05-16,2020-12-31,A,2015-05-16,Singular Private Pay,Independent Living,Independent,0.0,4618.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
374,IL,3474.0,2016-10-27 00:00:00,True,10362,Heritage Sun City,Third,374,Two Bedroom,Two Bedroom,IL,A,1430,3474.0,0.0,0,0.0,3474,3474,3474,0.0,600.0,150.0,1,2016-10-27,2020-12-31,A,2016-10-27,Singular Private Pay,Independent Living,Independent,0.0,4085.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
4,AL,4070.0,2017-08-25 00:00:00,True,10362,Heritage Sun City,First,4,Studio Deluxe,Studio,AL,B,544,4070.0,0.0,0,0.0,4070,4070,4070,0.0,840.0,175.0,1,2017-08-25,2020-12-31,A,2017-08-25,Singular Private Pay,Assisted Living,Level 2,1010.0,4782.0,425.0,0,0,0,0,0,ONLINE,,Med Level 1,,,,,,,
5,AL,3580.0,NaT,True,10362,Heritage Sun City,First,5,Studio,Studio,AL,C,354,3580.0,175.0,0,175.0,3580,3580,3580,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,189.0,,,,,,,,
6,AL,3580.0,NaT,True,10362,Heritage Sun City,First,6,Studio,Studio,AL,C,338,3580.0,3812.0,0,3812.0,3580,3580,3580,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,365.0,,,,,,,,
7,AL,3580.0,NaT,True,10362,Heritage Sun City,First,7,Studio,Studio,AL,A,344,3580.0,2750.0,0,2750.0,3580,3580,3580,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,280.0,,,,,,,,
8,AL,3580.0,NaT,True,10362,Heritage Sun City,First,8,Studio,Studio,AL,A,358,3580.0,3300.0,0,3300.0,3580,3580,3580,0.0,840.0,175.0,0,,,,,,,,0.0,0.0,0.0,0,0,0,0,0,ONLINE,220.0,,,,,,,,
9,AL,4070.0,2014-10-31 00:00:00,True,10362,Heritage Sun City,First,9,Studio Deluxe,Studio,AL,A,547,4070.0,3770.0,0,3770.0,4070,4070,4070,0.0,840.0,175.0,1,2014-10-31,2020-12-31,A,2014-10-31,Singular Private Pay,Assisted Living,Level 4,2020.0,4388.0,625.0,0,0,0,0,0,ONLINE,,Med Level 3,,,,,,,
AM1,IL,3595.0,2017-08-23 00:00:00,True,10363,Lake Norman,First,AM1,One Bedroom,One Bedroom,IL,A,663,3595.0,0.0,0,0.0,3595,3595,3595,0.0,1000.0,125.0,1,2017-08-23,2020-12-31,A,2017-08-23,Singular Private Pay,Independent Living,Independent,0.0,4468.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
AM2,IL,3595.0,2017-05-31 00:00:00,True,10363,Lake Norman,First,AM2,One Bedroom,One Bedroom,IL,A,663,3595.0,0.0,0,0.0,3595,3595,3595,0.0,1000.0,125.0,1,2017-05-31,2020-12-31,A,2017-05-31,Singular Private Pay,Independent Living,Independent,0.0,3600.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
AM3,IL,3595.0,2018-07-31 00:00:00,True,10363,Lake Norman,First,AM3,One Bedroom,One Bedroom,IL,A,663,3595.0,3349.0,0,3349.0,3595,3595,3595,0.0,1000.0,125.0,1,2018-07-31,2020-12-31,A,2018-07-31,Singular Private Pay,Independent Living,Independent,0.0,2840.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
AM4,IL,3595.0,2018-02-28 00:00:00,True,10363,Lake Norman,First,AM4,One Bedroom,One Bedroom,IL,A,663,3595.0,0.0,0,0.0,3595,3595,3595,0.0,1000.0,125.0,1,2018-02-28,2020-12-31,A,2018-02-28,Singular Private Pay,Independent Living,Independent,0.0,3917.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
AM5,IL,3595.0,2011-09-14 00:00:00,True,10363,Lake Norman,First,AM5,One Bedroom,One Bedroom,IL,A,663,3595.0,0.0,0,0.0,3595,3595,3595,0.0,1000.0,125.0,1,2011-09-14,2020-12-31,A,2011-09-14,Singular Private Pay,Independent Living,Independent,0.0,3950.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
AM6,IL,3595.0,2019-06-30 00:00:00,True,10363,Lake Norman,First,AM6,One Bedroom,One Bedroom,IL,A,663,3595.0,4196.0,0,4196.0,3595,3595,3595,0.0,1000.0,125.0,1,2019-06-30,2020-12-31,A,2019-06-30,Singular Private Pay,Independent Living,Independent,0.0,3744.0,0.0,0,0,0,0,0,ONLINE,,,,,,,,,
